story,token,surprisal,label
The fox story.txt,Ġgrapes,12.197926640835341,high_surprisal
The fox story.txt,Ġenchanted,16.294978960665336,high_surprisal
The fox story.txt,",",3.5366154490657262,high_surprisal
The fox story.txt,Ġhe,4.454340606073267,high_surprisal
The fox story.txt,Ġwondered,2.3150489633028832,high_surprisal
The fox story.txt,",",1.8711239808932758,high_surprisal
The fox story.txt,Ġplaced,16.307507727526772,high_surprisal
The fox story.txt,Ġhere,6.31390325775569,high_surprisal
The fox story.txt,Ġby,2.195485192293937,high_surprisal
The fox story.txt,Ġsome,5.051254394932316,high_surprisal
The fox story.txt,Ġdemon,9.381451392139011,high_surprisal
The fox story.txt,Ġto,4.5998945100279105,high_surprisal
The fox story.txt,Ġmock,10.976525826208889,high_surprisal
The fox story.txt,Ġhim,2.6900123370808697,high_surprisal
The fox story.txt,?,1.1017135051203584,high_surprisal
The fox story.txt,ĠHe,4.103868575335027,high_surprisal
The fox story.txt,Ġglared,10.672350327239249,high_surprisal
The fox story.txt,Ġat,0.5165443589993851,high_surprisal
The fox story.txt,Ġthe,1.7170392830726862,high_surprisal
The fox story.txt,Ġfruit,10.230050200599953,high_surprisal
The fox story.txt,",",1.8558325223267809,high_surprisal
The fox story.txt,Ġtheir,10.23611668561198,high_surprisal
The fox story.txt,Ġflawless,15.060145975878333,high_surprisal
The fox story.txt,Ġsurfaces,7.837393082937587,high_surprisal
The fox story.txt,Ġalmost,7.865998506419315,high_surprisal
The fox story.txt,Ġgl,7.276989174830525,high_surprisal
The fox story.txt,ist,0.2698782901124594,high_surprisal
The fox story.txt,ening,0.08520202598128009,high_surprisal
The fox story.txt,Ġwith,1.4680279771266087,high_surprisal
The fox story.txt,Ġmalice,11.51166912401048,high_surprisal
The fox story.txt,.,0.6624536341272064,high_surprisal
The fox story.txt,"Ġ""",3.335359907703836,high_surprisal
The fox story.txt,No,5.702681511522187,high_surprisal
The fox story.txt,Ġordinary,16.651180147111713,high_surprisal
The fox story.txt,Ġgrapes,3.1304366539901456,high_surprisal
The fox story.txt,Ġcould,6.560873094739512,high_surprisal
The fox story.txt,Ġresist,5.741363379979614,high_surprisal
The fox story.txt,Ġme,6.205238598361518,high_surprisal
The fox story.txt,Ġso,9.216156769446702,high_surprisal
The fox story.txt,Ġpersist,12.11464648663365,high_surprisal
The fox story.txt,ently,0.001108509978133804,high_surprisal
The fox story.txt,",""",2.581097513918352,high_surprisal
The fox story.txt,Ġhe,0.23650495227732007,high_surprisal
The fox story.txt,Ġmuttered,2.9509767463946734,high_surprisal
The fox story.txt,.,1.5271054276234945,high_surprisal
The fox story.txt,ĠThe,4.861724918274347,high_surprisal
The fox story.txt,Ġvine,6.263779971258551,high_surprisal
The fox story.txt,yard,4.329244030557202,high_surprisal
The fox story.txt,Ġseemed,5.66097751766221,high_surprisal
The fox story.txt,Ġto,1.1017840032229778,high_surprisal
The fox story.txt,Ġshift,10.376087819365912,high_surprisal
The fox story.txt,Ġin,3.0013688571727823,high_surprisal
The fox story.txt,Ġthe,3.7742399152437307,high_surprisal
The fox story.txt,Ġheat,7.974243000961071,high_surprisal
The fox story.txt,",",2.4184421838418744,high_surprisal
The fox story.txt,Ġthe,4.687538829458853,high_surprisal
The fox story.txt,Ġshadows,8.791015842149129,high_surprisal
The fox story.txt,Ġof,2.5007803644880844,high_surprisal
The fox story.txt,Ġthe,1.064639155725657,high_surprisal
The fox story.txt,Ġleaves,6.736627343947656,high_surprisal
The fox story.txt,Ġcasting,7.644466889669931,high_surprisal
The fox story.txt,Ġfract,20.101115978282674,high_surprisal
The fox story.txt,al,2.6616162889747756,high_surprisal
The fox story.txt,Ġpatterns,5.784198490461558,high_surprisal
The fox story.txt,Ġthat,5.259436169792979,high_surprisal
The fox story.txt,Ġdanced,7.356047393093807,high_surprisal
The fox story.txt,Ġand,4.332753836271638,high_surprisal
The fox story.txt,Ġsw,5.582807405723786,high_surprisal
The fox story.txt,irled,0.19940654863772733,high_surprisal
The fox story.txt,Ġaround,2.621892910192765,high_surprisal
The fox story.txt,Ġhim,0.8319498334552355,high_surprisal
The fox story.txt,",",2.884465579638565,high_surprisal
The fox story.txt,Ġas,4.868874506059603,high_surprisal
The fox story.txt,Ġif,0.8842395417304756,high_surprisal
The fox story.txt,Ġthe,3.5188545411743837,high_surprisal
The fox story.txt,Ġentire,6.687873741805897,high_surprisal
The fox story.txt,Ġlandscape,4.043588036181729,high_surprisal
The fox story.txt,Ġcons,11.420208643129262,high_surprisal
The fox story.txt,pired,0.025242508652753202,high_surprisal
The fox story.txt,Ġto,0.9743541673849648,high_surprisal
The fox story.txt,Ġhumili,13.687359632036616,high_surprisal
The fox story.txt,ate,0.0014363399472747125,high_surprisal
The fox story.txt,Ġhim,0.4078210703332431,high_surprisal
The fox story.txt,.,0.3715962908218576,high_surprisal
The fox story.txt,",",3.363601397919365,low_surprisal
The fox story.txt,Ġthe,3.17951570176478,low_surprisal
The fox story.txt,Ġfox,14.968337662329802,low_surprisal
The fox story.txt,Ġlooked,9.476740884831553,low_surprisal
The fox story.txt,Ġat,2.1536359796549225,low_surprisal
The fox story.txt,Ġthe,2.0227490790722804,low_surprisal
